Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour
" Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",Negative,2022-01-07 11:10:00,DreamMosaic,Instagram,#Frustrated #MosaicOfDisappointment,15.0,30.0,Canada,2022,1,7,11
" Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",Negative,2019-09-19 03:30:00,NocturnalEcho,Facebook,#Loneliness #SolitaryNocturne,18.0,36.0,Australia,2019,9,19,3
" Fearful whispers in the dark, the mind haunted by the specter of the unknown, shadows dancing to the rhythm of anxiety's tune. ",Negative,2023-07-14 23:00:00,DarkWhispers,Twitter,#Fearful #SpecterOfTheUnknown,13.0,26.0,UK,2023,7,14,23
" Bitterness, a bitter aftertaste lingering on the tongue, each word a reminder of wounds that refuse to heal with the passing of time. ",Negative,2020-04-05 16:20:00,LingeringTaste,Instagram,#Bitterness #BitterAftertaste,10.0,20.0,India,2020,4,5,16
" Overwhelmed by the cacophony of expectations, a drowning soul in the tempest of pressure, struggling to stay afloat. ",Negative,2021-11-29 08:45:00,TempestSurvivor,Facebook,#Overwhelmed #DrowningSoul,20.0,40.0,USA,2021,11,29,8
" Jealousy, a venom that seeps through the veins, poisoning the heart and turning it into a breeding ground for discontent. ",Negative,2019-12-12 17:00:00,VenomousHeart,Twitter,#Jealous #HeartOfDiscontent,16.0,32.0,Australia,2019,12,12,17
" Devastated by the revelation of betrayal, the trust shattered like fragile glass, leaving shards of pain in its wake. ",Negative,2022-05-20 14:50:00,FragileTrust,Instagram,#Devastated #ShatteredTrust,25.0,50.0,Canada,2022,5,20,14
" Frustrated attempts to mend a broken connection, the threads of understanding slipping through the fingers like grains of sand. ",Negative,2020-09-03 12:15:00,BrokenThreads,Facebook,#Frustrated #SlippingThreads,14.0,28.0,UK,2020,9,3,12
" Envious gazes cast upon the podium of success, a bitter pill swallowed, the taste lingering as a constant reminder of unattained heights. ",Negative,2021-02-10 19:30:00,SuccessPill,Twitter,#Envious #BitterPill,20.0,40.0,USA,2021,2,10,19
" Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",Negative,2018-08-18 14:40:00,CurtainShield,Instagram,#Dismissive #IndifferencePerformance,12.0,24.0,Australia,2018,8,18,14
" Despair like a heavy fog, enveloping every thought, blurring the path ahead, a journey in the labyrinth of utter hopelessness. ",Negative,2022-02-28 21:00:00,FoggyLabyrinth,Facebook,#Despair #LabyrinthOfHopelessness,8.0,16.0,Canada,2022,2,28,21
" Bitterness, a bitter chill in the air, freezing moments into icicles of resentment that dangle precariously over the landscape of memory. ",Negative,2019-10-15 10:30:00,IcyResentment,Twitter,#Bitterness #IciclesOfResentment,15.0,30.0,UK,2019,10,15,10
" Loneliness, a solitary moon in a starless sky, casting a cold glow on the landscape of isolation, where echoes bounce in empty spaces. ",Negative,2017-12-01 18:50:00,SolitaryMoon,Instagram,#Loneliness #StarlessSky,18.0,36.0,USA,2017,12,1,18
" Yearning for the warmth of a vanished sun, a heartache painted in the hues of a sunset that never graced the horizon. ",Negative,2020-04-18 16:15:00,VanishedSunset,Facebook,#Yearning #HuesOfSunset,10.0,20.0,Australia,2020,4,18,16
" Fearful eyes scanning the shadows, a prisoner of the night, terrorized by the lurking monsters born from the mind's darkest corners. ",Negative,2023-01-07 03:30:00,NightPrisoner,Twitter,#Fearful #LurkingMonsters,18.0,36.0,India,2023,1,7,3
" Apprehensive whispers in the wind, a forecast of uncertainty, the mind's weather vane spinning wildly in the storm of doubt. ",Negative,2021-06-10 10:00:00,WindWhisperer,Instagram,#Apprehensive #StormOfDoubt,14.0,28.0,Canada,2021,6,10,10
" Overwhelmed by the maze of expectations, a minotaur of pressure lurking in the labyrinth, waiting to devour the spirit of resilience. ",Negative,2020-02-22 15:20:00,MazeExplorer,Facebook,#Overwhelmed #MinotaurOfPressure,22.0,44.0,USA,2020,2,22,15
" Jealousy, a festering wound, the pain intensifying with each glance at the garden of others' achievements, blooming beyond the fence. ",Negative,2018-03-17 14:45:00,WoundedGarden,Twitter,#Jealous #BloomingAchievements,16.0,32.0,UK,2018,3,17,14
" Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ",Negative,2022-10-28 11:15:00,RuinedHeart,Instagram,#Devastated #EchoesOfShatteredDreams,25.0,50.0,Australia,2022,10,28,11
" Frustrated attempts to untangle the knot of confusion, the threads of understanding slipping further into the labyrinth of miscommunication. ",Negative,2020-11-01 12:30:00,KnotUntangler,Facebook,#Frustrated #LabyrinthOfMiscommunication,14.0,28.0,India,2020,11,1,12
" Envious eyes locked on the treasure chest of opportunities, a heartache fueled by the desire for keys that seem forever elusive. ",Negative,2021-01-15 22:10:00,ElusiveKeys,Twitter,#Envious #DesireForKeys,20.0,40.0,USA,2021,1,15,22
" Dismissive gestures, a curtain drawn to shield the vulnerability, a stage where emotions take a backseat to the performance of indifference. ",Negative,2018-08-18 14:00:00,IndifferentFort,Instagram,#Dismissive #IndifferencePerformance,12.0,24.0,Australia,2018,8,18,14
" Shattered dreams lie on the floor like fragments of glass, a mosaic of disappointment crafted by the hands of frustration. ",Negative,2022-01-07 11:10:00,DreamMosaic,Twitter,#Frustrated #MosaicOfDisappointment,15.0,30.0,Canada,2022,1,7,11
" Loneliness, a silent companion in the night, the only echo in the chamber of solitude, a heart's solitary nocturne. ",Negative,2019-09-19 03:30:00,NocturnalEcho,Facebook,#Loneliness #SolitaryNocturne,18.0,36.0,Australia,2019,9,19,3
Awe-struck by the breathtaking sunrise over the mountains.,Positive,2022-04-03 06:15:00,NatureAdmirer,Instagram,#Awe #BreathtakingSunrise,28.0,55.0,USA,2022,4,3,6
Navigating through the challenges with determination.,Positive,2023-10-12 10:30:00,GoalPursuer,Twitter,#Determination #Challenges,15.0,30.0,Canada,2023,10,12,10
Nostalgia hits while flipping through an old photo album.,Positive,2019-06-28 19:00:00,MemoryLane,Facebook,#Nostalgia #OldMemories,22.0,45.0,UK,2019,6,28,19
Thrilled to witness the grandeur of a cultural festival.,Positive,2020-09-15 14:45:00,CultureEnthusiast,Instagram,#Thrill #CulturalCelebration,40.0,80.0,India,2020,9,15,14
Calmness found in the rhythm of raindrops on the windowpane.,Positive,2017-11-08 21:20:00,RainWatcher,Twitter,#Calmness #RainyDays,18.0,35.0,Australia,2017,11,8,21
Overwhelmed by the support received during a personal challenge.,Negative,2021-05-20 17:30:00,PersonalJourney,Facebook,#Overwhelmed #SupportiveCommunity,25.0,50.0,USA,2021,5,20,17
Excitement builds as the countdown to a long-awaited vacation begins.,Positive,2023-01-10 12:00:00,VacationDreamer,Instagram,#Excitement #VacationCountdown,30.0,60.0,France,2023,1,10,12
"Reflecting on life's journey, grateful for the lessons learned. ",Positive,2018-12-05 08:45:00,LifeLearner,Twitter,#Gratitude #LifeLessons,35.0,70.0,Brazil,2018,12,5,8
Bittersweet emotions arise while bidding farewell to a dear friend.,Positive,2020-03-15 18:30:00,FarewellSender,Instagram,#Bittersweet #Farewell,20.0,40.0,Japan,2020,3,15,18
Curiosity sparked by exploring a mysterious ancient ruin.,Neutral,2016-08-22 15:10:00,HistoryExplorer,Facebook,#Curiosity #AncientDiscovery,18.0,35.0,Greece,2016,8,22,15
Admiration for the intricate details of a handcrafted masterpiece.,Positive,2019-08-20 16:00:00,CraftEnthusiast,Instagram,#Admiration #HandcraftedArt,25.0,50.0,USA,2019,8,20,16
Overjoyed by the warmth of a cozy fireplace on a winter evening.,Positive,2021-12-08 19:30:00,WinterLover,Twitter,#Overjoyed #WinterWarmth,18.0,35.0,Canada,2021,12,8,19
Inspiration strikes while observing the colors of a vibrant sunset.,Positive,2020-06-10 20:45:00,SunsetWatcher,Instagram,#Inspiration #ColorfulSunset,30.0,60.0,UK,2020,6,10,20
Motivated to achieve fitness goals after an invigorating workout.,Positive,2022-02-28 07:15:00,FitnessJunkie,Facebook,#Motivation #FitnessGoals,40.0,80.0,Australia,2022,2,28,7
Gratitude for the simple joys found in a cup of morning coffee.,Positive,2017-04-15 08:00:00,CoffeeLover,Twitter,#Gratitude #MorningCoffee,22.0,45.0,India,2017,4,15,8
Feeling empowered after conquering a challenging hiking trail.,Positive,2018-09-05 14:20:00,HikingExplorer,Instagram,#Empowerment #HikingAdventure,35.0,70.0,USA,2018,9,5,14
Amused by the antics of playful kittens during playtime.,Positive,2022-10-22 12:45:00,KittyObserver,Facebook,#Amusement #PlayfulKittens,15.0,30.0,Canada,2022,10,22,12
Contemplating life's mysteries under the starry night sky.,Neutral,2016-07-02 23:30:00,Stargazer,Twitter,#Contemplation #StarryNight,28.0,55.0,UK,2016,7,2,23
Joyful reunion with long-lost friends after years of separation.,Positive,2020-11-18 17:10:00,FriendshipRenewal,Instagram,#JoyfulReunion #Friendship,20.0,40.0,India,2020,11,18,17
Excitement builds while preparing for a surprise celebration.,Positive,2023-03-05 15:00:00,CelebrationPlanner,Facebook,#Excitement #SurpriseCelebration,30.0,60.0,Australia,2023,3,5,15
Satisfaction derived from successfully completing a DIY project.,Positive,2015-12-01 11:30:00,DIYEnthusiast,Twitter,#Satisfaction #DIYProject,25.0,50.0,USA,2015,12,1,11
Feeling blessed for the supportive community in times of need.,Positive,2021-09-10 09:45:00,CommunityHelper,Instagram,#Blessed #SupportiveCommunity,18.0,35.0,UK,2021,9,10,9
Captivated by the serenity of a tranquil garden in full bloom.,Positive,2018-05-12 14:20:00,GardenEnthusiast,Facebook,#Serenity #TranquilGarden,22.0,45.0,Canada,2018,5,12,14
Anticipation for an upcoming adventure in an exotic destination.,Positive,2022-07-25 10:00:00,Wanderlust,Twitter,#Anticipation #AdventureAwaits,40.0,80.0,India,2022,7,25,10
Reflecting on personal growth achieved through life experiences.,Positive,2019-03-08 18:30:00,GrowthSeeker,Instagram,#Reflection #PersonalGrowth,35.0,70.0,USA,2019,3,8,18
Nostalgic memories flood in while revisiting childhood favorites.,Positive,2017-01-28 21:15:00,ChildhoodMemories,Facebook,#Nostalgia #ChildhoodFavorites,20.0,40.0,Australia,2017,1,28,21
Appreciation for the vibrant culture experienced during travel.,Positive,2016-11-14 13:45:00,CultureExplorer,Twitter,#Appreciation #CulturalExperience,28.0,55.0,UK,2016,11,14,13
Confidence soars after overcoming public speaking anxiety.,Positive,2020-04-02 17:30:00,PublicSpeaker,Instagram,#Confidence #OvercomingAnxiety,15.0,30.0,USA,2020,4,2,17
Contentment in the midst of a family gathering filled with laughter.,Positive,2023-01-15 19:00:00,FamilyCelebration,Facebook,#Contentment #FamilyLaughter,25.0,50.0,Canada,2023,1,15,19
Enthusiasm for learning new skills and expanding knowledge.,Positive,2018-08-07 12:15:00,LifelongLearner,Twitter,#Enthusiasm #SkillBuilding,30.0,60.0,India,2018,8,7,12
Surprise and delight at discovering a hidden gem in the city.,Positive,2019-10-18 16:45:00,CityExplorer,Instagram,#Surprise #HiddenGem,18.0,35.0,UK,2019,10,18,16
A sense of accomplishment after completing a challenging workout.,Positive,2022-06-30 07:00:00,FitnessAchiever,Facebook,#Accomplishment #FitnessSuccess,22.0,45.0,Australia,2022,6,30,7
Wonderment at the beauty of a double rainbow after the rain.,Positive,2017-06-12 18:20:00,RainbowChaser,Twitter,#Wonderment #DoubleRainbow,35.0,70.0,USA,2017,6,12,18
Optimism for a bright future amidst challenging times.,Positive,2021-07-05 09:30:00,FutureOptimist,Instagram,#Optimism #BrightFuture,20.0,40.0,Canada,2021,7,5,9
Pride in achieving a personal milestone in career progression.,Positive,2016-04-15 14:50:00,CareerAchiever,Facebook,#Pride #CareerMilestone,28.0,55.0,UK,2016,4,15,14
Happiness blooms like flowers in a garden on a sunny day.,Positive,2020-02-10 11:15:00,SunnyDayEnthusiast,Twitter,#Happiness #SunnyDay,15.0,30.0,India,2020,2,10,11
Elation over discovering a rare book in a quaint bookstore.,Positive,2018-09-22 16:30:00,Bookworm,Instagram,#Elation #RareBookDiscovery,40.0,80.0,USA,2018,9,22,16
Curiosity piqued by the mysteries of an ancient archaeological site.,Neutral,2015-11-08 10:00:00,ArchaeologyEnthusiast,Facebook,#Curiosity #AncientMysteries,18.0,35.0,Australia,2015,11,8,10
Mesmerized by the cosmic dance of fireflies on a moonlit night.,Positive,2022-08-10 22:00:00,NightSkyObserver,Instagram,#Enchantment #CosmicFireflies,25.0,50.0,Brazil,2022,8,10,22
Intrigued by the symphony of colors in an abstract art exhibition.,Positive,2019-04-05 17:30:00,ArtConnoisseur,Twitter,#Intrigue #AbstractArt,18.0,35.0,France,2019,4,5,17
Giggles and joy echo in the air during a children's playdate.,Positive,2020-12-15 15:45:00,PlayfulParent,Facebook,#PlayfulJoy #ChildrensPlaydate,22.0,45.0,Japan,2020,12,15,15
Enveloped in serenity while practicing mindfulness by the lake.,Positive,2017-10-20 08:15:00,ZenSeeker,Instagram,#Mindfulness #LakeTranquility,35.0,70.0,Canada,2017,10,20,8
Chasing dreams like a kite soaring high in the vast open sky.,Positive,2021-02-28 13:00:00,SkyDreamer,Twitter,#DreamChaser #SkyHighDreams,30.0,60.0,Australia,2021,2,28,13
Spellbound by the elegance of a ballroom dance under crystal chandeliers.,Positive,2018-06-12 20:30:00,DanceEnthusiast,Facebook,#Elegance #BallroomDance,28.0,55.0,UK,2018,6,12,20
Whimsical delight in a world of fairy tales and magical creatures.,Positive,2016-03-08 14:20:00,FairyTaleExplorer,Instagram,#Whimsy #MagicalWorld,20.0,40.0,USA,2016,3,8,14
Pensive contemplation amid the ancient ruins of a forgotten civilization.,Neutral,2023-04-18 17:10:00,RuinsExplorer,Twitter,#Pensive #AncientCivilization,18.0,35.0,Greece,2023,4,18,17
Embracing the thrill of speed on a rollercoaster's exhilarating twists.,Positive,2020-07-25 12:45:00,RollercoasterFan,Facebook,#Thrill #RollercoasterAdventure,22.0,45.0,Germany,2020,7,25,12
Harmony resonates as musicians play a melody of unity and togetherness.,Positive,2019-11-30 19:30:00,MusicHarmonist,Instagram,#Harmony #MusicalUnity,35.0,70.0,Sweden,2019,11,30,19
A burst of creativity in the quiet solitude of an artist's studio.,Positive,2015-09-01 16:00:00,StudioArtist,Twitter,#Creativity #ArtistsHaven,15.0,30.0,Italy,2015,9,1,16
Radiant joy akin to blooming flowers on a sun-kissed spring morning.,Positive,2022-05-05 10:15:00,SpringEnthusiast,Facebook,#Radiance #SpringBlooms,25.0,50.0,Netherlands,2022,5,5,10
A sense of wonder at the vastness of the cosmos on a stargazing night.,Positive,2018-07-08 23:00:00,CosmosExplorer,Instagram,#Wonder #StargazingAdventure,40.0,80.0,South Africa,2018,7,8,23
Rejuvenated by the salty breeze and the sound of waves at the seaside.,Positive,2021-09-20 14:30:00,SeaBreezeLover,Twitter,#Rejuvenation #SeasideEscape,18.0,35.0,Spain,2021,9,20,14
Whispers of inspiration from the rustling leaves in a serene forest.,Positive,2016-11-15 11:45:00,ForestDreamer,Facebook,#Inspiration #ForestWhispers,28.0,55.0,Portugal,2016,11,15,11
Savoring the warmth of a cup of cocoa on a chilly winter evening.,Positive,2020-01-12 18:00:00,WinterWarmth,Instagram,#Coziness #WarmWinterEvening,30.0,60.0,Switzerland,2020,1,12,18
Heartfelt gratitude for the laughter shared during a family reunion.,Positive,2017-12-28 19:15:00,FamilyGatherer,Facebook,#Gratitude #FamilyLaughter,22.0,45.0,Austria,2017,12,28,19
"Embarking on a culinary adventure, savoring exotic flavors around the world. ",Positive,2019-03-02 20:20:00,CulinaryExplorer,Twitter,#Adventure #CulinaryJourney,35.0,70.0,Belgium,2019,3,2,20
Euphoria floods in as the final puzzle piece clicks into place.,Positive,2022-06-08 15:30:00,PuzzleSolver,Instagram,#Euphoria #PuzzleCompletion,20.0,40.0,Denmark,2022,6,8,15
Awe-inspired by the grandeur of an ancient cathedral's intricate architecture.,Positive,2018-08-18 14:45:00,CathedralVisitor,Facebook,#Awe #ArchitecturalGrandeur,18.0,35.0,Czech Republic,2018,8,18,14
Captivated by the ethereal beauty of a field filled with fireflies.,Positive,2022-08-10 22:00:00,NightSkyObserver,Instagram,#Enchantment #FireflyField,25.0,50.0,Brazil,2022,8,10,22
Immersed in the enchanting melodies of a street musician's violin.,Positive,2019-04-05 17:30:00,MusicLover,Twitter,#Melodic #StreetMusic,18.0,35.0,France,2019,4,5,17
Joyful laughter resonates through a lively summer carnival.,Positive,2020-12-15 15:45:00,CarnivalGoer,Facebook,#FestiveJoy #SummerCarnival,22.0,45.0,Japan,2020,12,15,15
Exploring the universe within during a mindful meditation session.,Positive,2017-10-20 08:15:00,MindfulExplorer,Instagram,#InnerJourney #MeditationBliss,35.0,70.0,Canada,2017,10,20,8
Soaring like a free spirit on the winds of a coastal cliff.,Positive,2021-02-28 13:00:00,CoastalExplorer,Twitter,#Freedom #CoastalAdventure,30.0,60.0,Australia,2021,2,28,13
Dazzled by the elegance of a masquerade ball's dazzling costumes.,Positive,2018-06-12 20:30:00,MasqueradeAttendee,Facebook,#Dazzle #MasqueradeElegance,28.0,55.0,UK,2018,6,12,20
Whimsical delight in a world of whimsical fairy tales.,Positive,2016-03-08 14:20:00,FairyTaleAdventurer,Instagram,#Whimsy #FairyTaleMagic,20.0,40.0,USA,2016,3,8,14
Reflective contemplation amid the ruins of a forgotten era.,Positive,2023-04-18 17:10:00,RuinsExplorer,Twitter,#Reflection #ForgottenEra,18.0,35.0,Greece,2023,4,18,17
Riding the adrenaline rush on a rollercoaster's wild twists.,Positive,2020-07-25 12:45:00,ThrillSeeker,Facebook,#Adrenaline #RollercoasterThrills,22.0,45.0,Germany,2020,7,25,12
Harmony resonates as musicians play a symphony of unity.,Positive,2019-11-30 19:30:00,MusicHarmonist,Instagram,#Harmony #MusicalUnity,35.0,70.0,Sweden,2019,11,30,19
A burst of artistic creativity in the quietude of an artist's studio.,Positive,2015-09-01 16:00:00,StudioArtist,Twitter,#ArtisticBurst #StudioCreativity,15.0,30.0,Italy,2015,9,1,16
Radiant joy akin to blossoming flowers on a sunlit spring morning.,Positive,2022-05-05 10:15:00,SpringEnthusiast,Facebook,#Radiance #SpringBlooms,25.0,50.0,Netherlands,2022,5,5,10
Awe-inspired by the vastness of the cosmos on a stargazing night.,Positive,2018-07-08 23:00:00,CosmosExplorer,Instagram,#Wonder #StargazingAdventure,40.0,80.0,South Africa,2018,7,8,23
Rejuvenated by the salty breeze and the sound of waves at the seaside.,Positive,2021-09-20 14:30:00,SeaBreezeLover,Twitter,#Rejuvenation #SeasideEscape,18.0,35.0,Spain,2021,9,20,14
Whispers of inspiration from the rustling leaves in a serene forest.,Positive,2016-11-15 11:45:00,ForestDreamer,Facebook,#Inspiration #ForestWhispers,28.0,55.0,Portugal,2016,11,15,11
Savoring the warmth of a cup of cocoa on a chilly winter evening.,Positive,2020-01-12 18:00:00,WinterWarmth,Instagram,#Coziness #WarmWinterEvening,30.0,60.0,Switzerland,2020,1,12,18
Heartfelt gratitude for the laughter shared during a family reunion.,Positive,2017-12-28 19:15:00,FamilyGatherer,Facebook,#Gratitude #FamilyLaughter,22.0,45.0,Austria,2017,12,28,19
"Embarking on a culinary odyssey, savoring flavors around the world. ",Positive,2019-03-02 20:20:00,CulinaryExplorer,Twitter,#CulinaryOdyssey #FlavorsAroundTheWorld,35.0,70.0,Belgium,2019,3,2,20
Euphoria floods in as the final puzzle piece fits perfectly.,Positive,2022-06-08 15:30:00,PuzzleSolver,Instagram,#Euphoria #PerfectPuzzle,20.0,40.0,Denmark,2022,6,8,15
Awe-struck by the grandeur of an ancient cathedral's intricate architecture.,Positive,2018-08-18 14:45:00,CathedralVisitor,Facebook,#Awe #ArchitecturalGrandeur,18.0,35.0,Czech Republic,2018,8,18,14
Curiosity awakened by the mysteries of an ancient archaeological site.,Neutral,2015-11-08 10:00:00,ArchaeologyEnthusiast,Instagram,#Curiosity #AncientMysteries,18.0,35.0,Australia,2015,11,8,10
Giddy with excitement as the first snowflakes dance from the sky.,Positive,2020-12-02 17:30:00,SnowfallEnthusiast,Twitter,#Excitement #SnowfallMagic,22.0,45.0,Canada,2020,12,2,17
Contentment envelops as the aroma of freshly baked bread fills the air.,Positive,2017-06-10 12:15:00,BreadLover,Instagram,#Contentment #FreshBreadAroma,28.0,55.0,France,2017,6,10,12
Inspired by the resilience of a lone tree standing tall in a storm.,Positive,2021-04-15 14:20:00,NatureResilient,Facebook,#Resilience #StandingTall,35.0,70.0,USA,2021,4,15,14
"Lost in the pages of a captivating novel, transported to another world. ",Positive,2019-09-28 19:45:00,Bookworm,Twitter,#Immersion #CaptivatingNovel,20.0,40.0,UK,2019,9,28,19
Drenched in nostalgia while flipping through an old family photo album.,Positive,2016-12-05 21:00:00,FamilyHistorian,Instagram,#Nostalgia #FamilyPhotoAlbum,25.0,50.0,India,2016,12,5,21
Spark of inspiration ignites like a shooting star in the night sky.,Positive,2018-02-10 23:30:00,NightSkyWatcher,Facebook,#Spark #InspirationIgnited,30.0,60.0,Australia,2018,2,10,23
Imbued with gratitude for the simple pleasure of a warm cup of tea.,Positive,2023-02-15 08:30:00,TeaEnthusiast,Twitter,#Gratitude #WarmTea,18.0,35.0,Japan,2023,2,15,8
Marveling at the kaleidoscope of colors in a vibrant street market.,Positive,2015-08-22 15:00:00,MarketExplorer,Instagram,#Marvel #ColorfulStreetMarket,22.0,45.0,Brazil,2015,8,22,15
Awash with serenity as the sun sets over a tranquil lakeside retreat.,Positive,2020-11-20 18:45:00,LakesideRetreater,Facebook,#Serenity #TranquilSunset,28.0,55.0,Germany,2020,11,20,18
Drowning in sorrow as memories of lost love resurface.,Negative,2019-08-05 21:00:00,LostInLove,Instagram,#Heartbreak #LostLove,15.0,30.0,USA,2019,8,5,21
Numbness sets in as the weight of loneliness grows heavier.,Negative,2021-02-12 16:45:00,SolitudeSeeker,Twitter,#Loneliness #HeavyHeart,18.0,35.0,Canada,2021,2,12,16
"Tears fall like raindrops, mourning the end of a cherished friendship. ",Negative,2020-11-28 14:20:00,FriendshipsEnd,Facebook,#Grief #LostFriendship,22.0,45.0,UK,2020,11,28,14
"Despair clouds the mind, feeling adrift in an endless sea of darkness. ",Negative,2016-05-15 22:30:00,LostInDarkness,Instagram,#Despair #EndlessDarkness,28.0,55.0,Australia,2016,5,15,22
"Shattered by betrayal, trust crumbles like fragile glass.          ",Negative,2018-09-10 13:15:00,BrokenTrust,Twitter,#Betrayal #ShatteredTrust,22.0,45.0,Germany,2018,9,10,13
"Aching heart, the symphony of pain plays in the silence of solitude. ",Negative,2022-03-20 19:30:00,SilentSufferer,Facebook,#Suffering #HeartacheSymphony,25.0,50.0,Brazil,2022,3,20,19
"Emotional storm, a whirlwind of sadness engulfs every thought.    ",Negative,2017-07-18 17:45:00,StormyFeelings,Instagram,#EmotionalStorm #SadnessWhirlwind,30.0,60.0,India,2017,7,18,17
"Haunted by regrets, the ghost of the past lingers relentlessly.   ",Negative,2018-12-15 10:00:00,LingeringGhost,Twitter,#Regret #HauntedPast,18.0,35.0,France,2018,12,15,10
"Torn apart by grief, the echoes of loss reverberate through the soul. ",Negative,2015-06-28 21:15:00,EchoesOfLoss,Facebook,#Grief #TornApart,28.0,55.0,Italy,2015,6,28,21
"Isolation deepens, an emotional winter where warmth is but a distant memory. ",Negative,2020-04-02 14:20:00,WinterOfEmotions,Instagram,#Isolation #EmotionalWinter,35.0,70.0,Japan,2020,4,2,14
"Soul-crushing disappointment, hopes shattered like fragile glass. ",Negative,2019-10-08 18:30:00,ShatteredHopes,Twitter,#Disappointment #CrushedHopes,20.0,40.0,Spain,2019,10,8,18
"Painful echoes of a love once cherished, now lost in the abyss of time. ",Negative,2016-11-22 09:45:00,AbyssOfTime,Facebook,#LostLove #PainfulEchoes,22.0,45.0,Netherlands,2016,11,22,9
"Heartache deepens, a solitary journey through the abyss of despair. ",Negative,2022-08-18 22:00:00,SolitaryDescent,Instagram,#Despair #AbyssOfHeartache,40.0,80.0,South Africa,2022,8,18,22
"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ",Negative,2017-03-12 23:30:00,SerenadeOfSolitude,Twitter,#Melancholy #QuietSerenade,18.0,35.0,UK,2017,3,12,23
"Bitterness like a poison, seeping into every crevice of the wounded heart. ",Negative,2015-12-15 16:15:00,PoisonedHeart,Facebook,#Bitterness #WoundedHeart,25.0,50.0,Australia,2015,12,15,16
"Emotional exhaustion, the weight of the world crushing weary shoulders. ",Negative,2021-09-05 13:30:00,WearySoulCrushed,Instagram,#Exhaustion #CrushedSpirit,35.0,70.0,Canada,2021,9,5,13
"Sorrowful echoes, a symphony of pain played by the strings of loss. ",Negative,2018-05-22 20:45:00,StringsOfSorrow,Twitter,#Sorrow #SymphonyOfLoss,18.0,35.0,Germany,2018,5,22,20
"Darkness descends, engulfing the soul in the shadows of despair.  ",Negative,2016-07-10 18:20:00,SoulInShadow,Facebook,#Darkness #SoulEngulfed,28.0,55.0,USA,2016,7,10,18
"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ",Negative,2019-04-30 14:00:00,WhisperedDespair,Instagram,#Desperation #GlimmerOfHope,22.0,45.0,France,2019,4,30,14
"Heart in ruins, the remnants of shattered dreams scattered in the wind. ",Negative,2022-01-08 11:30:00,DreamsInWind,Twitter,#Ruins #ShatteredDreams,20.0,40.0,Brazil,2022,1,8,11
"Shattered by the echoes of a shattered dream, fragments of hope scattered. ",Negative,2017-09-10 19:15:00,DreamEchoes,Twitter,#Desolation #ScatteredHope,20.0,40.0,Australia,2017,9,10,19
"Avoiding the thorns of regret, walking barefoot on the path of remorse. ",Negative,2022-04-18 11:30:00,RemorseWalker,Instagram,#Regret #PathOfRemorse,25.0,50.0,Canada,2022,4,18,11
"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ",Negative,2018-12-05 21:45:00,JoyLabyrinth,Facebook,#Grief #LostJoyFootsteps,18.0,35.0,USA,2018,12,5,21
"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ",Negative,2016-06-28 14:20:00,SolitudeSeas,Twitter,#Loneliness #CrashingWaves,22.0,45.0,UK,2016,6,28,14
"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ",Negative,2019-10-22 17:00:00,PalateStainer,Instagram,#Bitterness #StainedTrust,15.0,30.0,Germany,2019,10,22,17
"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ",Negative,2021-03-15 22:45:00,HopeRuins,Facebook,#Desolation #WhisperedLoss,28.0,55.0,Brazil,2021,3,15,22
"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ",Negative,2017-08-10 19:30:00,OceanSinker,Twitter,#Heartbreak #RippleOfDespair,22.0,45.0,France,2017,8,10,19
"Tears, the ink staining the pages of a journal, a testament to silent grief. ",Negative,2023-01-28 14:30:00,InkJournalist,Instagram,#Grief #SilentTears,30.0,60.0,India,2023,1,28,14
"In the wasteland of lost trust, the echoes of broken promises reverberate. ",Negative,2016-12-12 10:00:00,TrustWasteland,Facebook,#Betrayal #ReverberatingPromises,25.0,50.0,Italy,2016,12,12,10
"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ",Positive,2020-07-18 15:15:00,DreamTightrope,Twitter,#Resilience #TightropeWalk,35.0,70.0,Japan,2020,7,18,15
"Suffocating in the silence of solitude, where echoes of laughter once thrived. ",Negative,2022-05-20 20:30:00,EchoedLaughter,Instagram,#Isolation #SilentSolitude,30.0,60.0,South Africa,2022,5,20,20
"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ",Negative,2019-11-08 14:45:00,PossibilityGhost,Twitter,#Regret #FadingPossibilities,18.0,35.0,Spain,2019,11,8,14
